Name,P,B,C1,C2,Objective without constant,Objective,Gap,Time
../instances/64_0/ad_grb_00000.log.npz,0,0,0,0,-16.7431857883508,-16.7431857883508,2.44E-05,1.36777353286743
../instances/64_0/ad_grb_00001.log.npz,0,0,0,0,-9.96513339524868,-10.9963833952487,8.55E-05,0.852847099304199
../instances/64_0/ad_grb_00002.log.npz,0,0,0,0,-5.64896024869339,-7.36771024869339,3.96E-05,0.933103561401367
../instances/64_0/ad_grb_00003.log.npz,0,0,0,0,-1.5467570275519,-3.7030070275519,0,1.66684365272522
../instances/64_0/ad_grb_00004.log.npz,0,0,0,0,-0.353382981743411,-3.00963298174341,0,2.35127687454224
../instances/64_0/ad_grb_00005.log.npz,0,0,0,0,1.15954690724087,-1.49670309275913,0,3.17884874343872
../instances/64_0/ad_grb_00006.log.npz,0,0,0,0,-0.525711595775107,-3.18196159577511,5.75E-05,1.66185283660889
../instances/64_0/ad_grb_00007.log.npz,0,0,0,0,0.422597520297077,-2.35865247970292,0,1.53689765930176
../instances/64_0/ad_grb_00008.log.npz,0,0,0,0,1.50316063356766,-1.27808936643234,0,1.39937520027161
../instances/64_0/ad_grb_00009.log.npz,0,0,0,0,1.05735191407417,-1.44264808592583,0,7.64529490470886
../instances/64_0/ad_grb_00010.log.npz,0,0,0,0,1.77815643591511,-0.721843564084888,0,4.84369254112244
../instances/64_0/ad_grb_00011.log.npz,0,0,0,0,1.11661308061356,-1.49276191938644,0,1.15676116943359
../instances/64_0/ad_grb_00012.log.npz,0,0,0,0,1.82474508673584,-0.784629913264156,0,1.87441062927246
../instances/64_0/ad_grb_00013.log.npz,0,0,0,0,2.21033585092802,-0.39903914907198,0,1.89428877830505
../instances/64_0/ad_grb_00014.log.npz,0,0,0,0,1.72157051329993,-0.825304486700074,0,1.42586374282837
../instances/64_0/ad_grb_00015.log.npz,0,0,0,0,1.44501709056038,-0.883107909439624,0,4.78016567230225
../instances/64_0/ad_grb_00016.log.npz,0,0,0,0,1.87644407398386,-0.451680926016144,0,3.46517515182495
../instances/64_0/ad_grb_00017.log.npz,0,0,0,0,2.10537010183918,-0.222754898160824,0,4.38555383682251
../instances/64_0/ad_grb_00018.log.npz,0,0,0,0,1.38829869020654,-0.877326309793455,0,14.6112008094788
../instances/64_0/ad_grb_00019.log.npz,0,0,0,0,1.83898471093367,-0.426640289066331,0,6.33154773712158
../instances/64_0/ad_grb_00020.log.npz,0,0,0,0,2.06155604751005,-0.204068952489949,0,6.41994667053223
../instances/64_0/ad_grb_00021.log.npz,0,0,0,0,2.16326859143487,-0.102356408565129,0,3.96169781684875
../instances/64_0/ad_grb_00022.log.npz,0,0,0,0,1.90567079523687,-0.375579204763134,0,48.3340067863464
../instances/64_0/ad_grb_00023.log.npz,0,0,0,0,0.967455374508668,-1.09504462549133,0,11.5991261005402
../instances/64_0/ad_grb_00024.log.npz,0,0,0,0,1.53848040306747,-0.524019596932532,0,5.1158766746521
../instances/64_0/ad_grb_00025.log.npz,0,0,0,0,1.81318802414874,-0.249311975851256,0,4.78483104705811
../instances/64_0/ad_grb_00026.log.npz,0,0,0,0,1.46655467719684,-0.56469532280316,0,18.3897182941437
../instances/64_0/ad_grb_00027.log.npz,0,0,0,0,1.77376997665068,-0.257480023349324,0,32.5948858261108
../instances/64_0/ad_grb_00028.log.npz,0,0,0,0,1.89935343621858,-0.131896563781419,0,23.5377972126007
../instances/64_0/ad_grb_00029.log.npz,0,0,0,0,1.9681932356233,-0.063056764376696,0,14.9243814945221
../instances/64_0/ad_grb_00030.log.npz,0,0,0,0,1.4887792079196,-0.573720792080404,0,73.650315284729
../instances/64_0/ad_grb_00031.log.npz,0,0,0,0,1.8105603374095,-0.251939662590503,0,26.7842061519623
../instances/64_0/ad_grb_00032.log.npz,0,0,0,0,1.93696057167722,-0.125539428322782,0,7.66478610038757
../instances/64_0/ad_grb_00033.log.npz,0,0,0,0,2.00568393521299,-0.056816064787009,0,8.5364146232605
../instances/64_0/ad_grb_00034.log.npz,0,0,0,0,2.01991669916658,-0.042583300833424,0,2.97091698646545
../instances/64_0/ad_grb_00035.log.npz,0,0,0,0,1.70879217294686,-0.322457827053145,0,238.925013065338
../instances/64_0/ad_grb_00036.log.npz,0,0,0,0,1.91194421578949,-0.119305784210513,0,132.977149963379
../instances/64_0/ad_grb_00037.log.npz,0,0,0,0,1.9677929119002,-0.063457088099799,0,46.4333989620209
../instances/64_0/ad_grb_00038.log.npz,0,0,0,0,1.99824225279168,-0.033007747208323,0,19.0086197853088
../instances/64_0/ad_grb_00039.log.npz,0,0,0,0,1.59177713505461,-0.455097864945394,0,51.1477282047272
../instances/64_0/ad_grb_00040.log.npz,0,0,0,0,1.8701818068502,-0.176693193149798,0,35.9858393669128
../instances/64_0/ad_grb_00041.log.npz,0,0,0,0,1.98057435358088,-0.066300646419125,0,17.5382597446442
../instances/64_0/ad_grb_00042.log.npz,0,0,0,0,2.01783933297438,-0.029035667025622,0,12.3565421104431
../instances/64_0/ad_grb_00043.log.npz,0,0,0,0,1.64440161387384,-0.37122338612616,0,18.3515734672546
../instances/64_0/ad_grb_00044.log.npz,0,0,0,0,1.90835052117825,-0.107274478821754,0,70.1210069656372
../instances/64_0/ad_grb_00045.log.npz,0,0,0,0,1.21290803373322,-0.724591966266775,0,6.13888955116272
