Name,P,B,C1,C2,Objective without constant,Objective,Gap,LB,Time
../instances/96_2/ad_grb_00000.log.npz,0,0,0,0,-2.67539715064619,-2.67539715064619,0.026714676360093,-2.74686951966041,3600.95574402809
../instances/96_2/ad_grb_00001.log.npz,0,0,0,0,-1.07945858546075,-1.82945858546075,0,-1.07945858546075,153.832262039185
../instances/96_2/ad_grb_00002.log.npz,0,0,0,0,0.25309107042497,-0.99690892957503,0,0.25309107042497,37.360641002655
../instances/96_2/ad_grb_00003.log.npz,0,0,0,0,1.20202883621824,-0.547971163781756,0,1.20202883621824,10.9826323986053
../instances/96_2/ad_grb_00004.log.npz,0,0,0,0,1.18184872273563,-0.776484610597702,0.036478669030946,1.13873645433431,3600.98065280914
../instances/96_2/ad_grb_00005.log.npz,0,0,0,0,1.54794706960172,-0.410386263731615,0,1.54794706960171,110.429979085922
../instances/96_2/ad_grb_00006.log.npz,0,0,0,0,1.73704805227024,-0.304618614396427,0,1.73704805227024,1386.36800312996
../instances/96_2/ad_grb_00007.log.npz,0,0,0,0,1.93781866770047,-0.103847998966201,0,1.93781866770046,1036.518699646
../instances/96_2/ad_grb_00008.log.npz,0,0,0,0,1.56701002235183,-0.516323310981507,0,1.56701002235182,928.678073167801
../instances/96_2/ad_grb_00009.log.npz,0,0,0,0,1.88826462993893,-0.195068703394407,0,1.88826462993892,1373.43033480644
../instances/96_2/ad_grb_00010.log.npz,0,0,0,0,1.45879864448522,-0.416201355514776,0,1.45879864448522,296.550309658051
../instances/96_2/ad_grb_00011.log.npz,0,0,0,0,1.71225123195341,-0.162748768046585,0,1.71225123195341,372.202777147293
../instances/96_2/ad_grb_00012.log.npz,0,0,0,0,1.80600042417734,-0.068999575822662,0,1.80600042417733,371.274933576584
../instances/96_2/ad_grb_00013.log.npz,0,0,0,0,1.59330722012743,-0.38585944653924,0,1.59330722012742,436.789127588272
../instances/96_2/ad_grb_00014.log.npz,0,0,0,0,1.89382949668483,-0.085337169981834,0.023788614346721,1.84877791714975,3600.9983522892
