Name,P,B,C1,C2,Objective without constant,Objective,Gap,LB,Time
../instances/96_3/ad_grb_00000.log.npz,0,0,0,0,-0.791426707907687,-0.791426707907687,0.228266132988863,-0.972082622065886,3600.91551876068
../instances/96_3/ad_grb_00001.log.npz,0,0,0,0,0.108241464408747,-0.610508535591253,0,0.108241464408747,788.79723238945
../instances/96_3/ad_grb_00002.log.npz,0,0,0,0,0.751826655874408,-0.289840010792259,0.069323866343247,0.699707125269281,3600.96542739868
../instances/96_3/ad_grb_00003.log.npz,0,0,0,0,1.10887750110186,-0.266122498898143,0.052317497557367,1.05086380514654,3600.95256018639
../instances/96_3/ad_grb_00004.log.npz,0,0,0,0,1.24202522814116,-0.132974771858845,0,1.24202522814115,613.210670232773
../instances/96_3/ad_grb_00005.log.npz,0,0,0,0,1.13613470543792,-0.176365294562076,0.065170322410234,1.06209244038308,3600.92887544632
../instances/96_3/ad_grb_00006.log.npz,0,0,0,0,1.1882211744676,-0.249278825532404,0.030158029333965,1.15238676543276,3600.98418807983
../instances/96_3/ad_grb_00007.log.npz,0,0,0,0,1.00860093304768,-0.199732400285654,0.141636531229503,0.865746195495967,3601.01722574234
../instances/96_3/ad_grb_00008.log.npz,0,0,0,0,1.11802434887825,-0.09030898445508,0.022356661583449,1.09302905686833,3600.99695849419
../instances/96_3/ad_grb_00009.log.npz,0,0,0,0,1.11889660097645,-0.162353399023549,0.076723950955048,1.03305043303936,3600.98841381073
../instances/96_3/ad_grb_00010.log.npz,0,0,0,0,1.2005840985884,-0.080665901411603,0,1.2005840985884,1826.94062709808
../instances/96_3/ad_grb_00011.log.npz,0,0,0,0,1.24733438494252,-0.033915615057479,0,1.24733438494252,786.452129125595
../instances/96_3/ad_grb_00012.log.npz,0,0,0,0,1.0986735845764,-0.151326415423602,0.114826852481515,0.972516354954907,3600.98800754547
../instances/96_3/ad_grb_00013.log.npz,0,0,0,0,0.960953462845182,-0.247379870488152,0,0.960953462845183,1778.88484764099
../instances/96_3/ad_grb_00014.log.npz,0,0,0,0,0.858862127865487,-0.141137872134513,0.194804019790606,0.691552332911378,3600.97181463242
../instances/96_3/ad_grb_00015.log.npz,0,0,0,0,1.02832903460967,-0.075837632056993,0.113099829153434,0.912025196481805,3601.00134897232
../instances/96_3/ad_grb_00016.log.npz,0,0,0,0,1.07577596319052,-0.028390703476142,0,1.07577596319053,1379.03887987137
../instances/96_3/ad_grb_00017.log.npz,0,0,0,0,1.09444224233253,-0.009724424334136,0,1.09444224233253,641.004413604736
../instances/96_3/ad_grb_00018.log.npz,0,0,0,0,1.01425631790608,-0.069077015427253,0.162852534166847,0.849082106240341,3600.97551488876
../instances/96_3/ad_grb_00019.log.npz,0,0,0,0,1.05875527866946,-0.024578054663876,0.012858553973667,1.04514121677378,3601.00218343735
../instances/96_3/ad_grb_00020.log.npz,0,0,0,0,1.07433558570784,-0.008997747625493,0,1.07433558570784,594.154252052307
../instances/96_3/ad_grb_00021.log.npz,0,0,0,0,1.07968445284614,-0.003648880487189,0,1.07968445284615,658.564250230789
../instances/96_3/ad_grb_00022.log.npz,0,0,0,0,1.04112175705662,-0.052628242943383,0.158414345680354,0.876193135138914,3600.99918866158
../instances/96_3/ad_grb_00023.log.npz,0,0,0,0,1.07644195911867,-0.017308040881331,0.024803950221627,1.04974194634822,3601.0049097538
../instances/96_3/ad_grb_00024.log.npz,0,0,0,0,1.08817188795397,-0.005578112046028,0.022293488442129,1.06391274054682,3600.98937797546
../instances/96_3/ad_grb_00025.log.npz,0,0,0,0,1.02480100107706,-0.048115665589605,0.184550232854449,0.835673737698818,3601.04197001457
../instances/96_3/ad_grb_00026.log.npz,0,0,0,0,1.05370367597046,-0.019212990696208,0.05374069746771,0.997076905499517,3601.00813436508
../instances/96_3/ad_grb_00027.log.npz,0,0,0,0,1.0657692429663,-0.007147423700367,0.015868014072301,1.04885760162109,3601.00505590439
../instances/96_3/ad_grb_00028.log.npz,0,0,0,0,1.07109064214724,-0.001826024519427,0,1.07109064214724,979.59791302681
../instances/96_3/ad_grb_00029.log.npz,0,0,0,0,1.07291666666667,-8.88E-16,0,1.07291666666667,214.353493213654
../instances/96_3/ad_grb_00030.log.npz,0,0,0,0,1.07291666666667,-8.88E-16,0,1.07291666666667,24.4852073192596
../instances/96_3/ad_grb_00031.log.npz,0,0,0,0,1.07291666666667,-8.88E-16,0,1.07291666666667,12.3740062713623
../instances/96_3/ad_grb_00032.log.npz,0,0,0,0,1.07291666666667,-8.88E-16,0,1.07291666666667,10.2627863883972
../instances/96_3/ad_grb_00033.log.npz,0,0,0,0,1.07291666666667,-8.88E-16,0,1.07291666666667,9.86023449897766
../instances/96_3/ad_grb_00034.log.npz,0,0,0,0,1.07291666666667,-8.88E-16,0,1.07291666666667,6.75395846366882
../instances/96_3/ad_grb_00000.log.npz,1,1,1,1,-0.791426707907687,-0.791426707907687,0.118137265869958,-0.884923695316368,3601.86630773544
../instances/96_3/ad_grb_00001.log.npz,1,1,1,1,0.108241464408747,-0.610508535591253,0,0.108241464408747,363.677018165588
../instances/96_3/ad_grb_00002.log.npz,1,1,1,1,0.751826655874408,-0.289840010792259,0.116474665841225,0.664257897360912,3601.67957544327
../instances/96_3/ad_grb_00003.log.npz,1,1,1,1,1.10887750110186,-0.266122498898143,0,1.10887750110186,306.009510040283
../instances/96_3/ad_grb_00004.log.npz,1,1,1,1,1.24202522814116,-0.132974771858845,0,1.24202522814115,1448.19659543037
../instances/96_3/ad_grb_00005.log.npz,1,1,1,1,1.13096499257057,-0.181535007429431,0.064196153354383,1.05836139046907,3602.24244070053
../instances/96_3/ad_grb_00006.log.npz,1,1,1,1,1.1882211744676,-0.249278825532404,0,1.1882211744676,238.902495622635
../instances/96_3/ad_grb_00007.log.npz,1,1,1,1,1.01032054894788,-0.198012784385451,0.149145541053933,0.859635744037144,3602.66877937317
../instances/96_3/ad_grb_00008.log.npz,1,1,1,1,1.11802434887825,-0.09030898445508,0,1.11802434887825,2732.10477757454
../instances/96_3/ad_grb_00009.log.npz,1,1,1,1,1.11592947315833,-0.165320526841674,0.042538155869019,1.06845989129029,3602.61214971542
../instances/96_3/ad_grb_00010.log.npz,1,1,1,1,1.2005840985884,-0.080665901411603,0.020824056140807,1.17558306791763,3604.43680214882
../instances/96_3/ad_grb_00011.log.npz,1,1,1,1,1.24733438494252,-0.033915615057479,0,1.24733438494252,301.582229852676
../instances/96_3/ad_grb_00012.log.npz,1,1,1,1,1.09139208302761,-0.158607916972386,0.118258821838928,0.962325341124436,3605.16355443001
../instances/96_3/ad_grb_00013.log.npz,1,1,1,1,0.960953462845182,-0.247379870488152,0,0.960953462845183,1705.98756098747
../instances/96_3/ad_grb_00014.log.npz,1,1,1,1,0.853520707500697,-0.146479292499303,0.172941422219838,0.705911622451446,3603.75578737259
../instances/96_3/ad_grb_00015.log.npz,1,1,1,1,1.02607427713921,-0.07809238952746,0.11458906147074,0.908497388722558,3601.95741963387
../instances/96_3/ad_grb_00016.log.npz,1,1,1,1,1.07577596319052,-0.028390703476142,0,1.07577596319053,2230.42384147644
../instances/96_3/ad_grb_00017.log.npz,1,1,1,1,1.09444224233253,-0.009724424334136,0,1.09444224233253,519.435458421707
../instances/96_3/ad_grb_00018.log.npz,1,1,1,1,1.00980448349593,-0.073528849837407,0.144983321793035,0.863399675117188,3603.72552704811
../instances/96_3/ad_grb_00019.log.npz,1,1,1,1,1.05875527866946,-0.024578054663876,0.040691586072262,1.01567284711802,3603.32248878479
../instances/96_3/ad_grb_00020.log.npz,1,1,1,1,1.07433558570784,-0.008997747625493,0,1.07433558570784,453.931536912918
../instances/96_3/ad_grb_00021.log.npz,1,1,1,1,1.07968445284614,-0.003648880487189,0,1.07968445284615,104.623080015183
../instances/96_3/ad_grb_00022.log.npz,1,1,1,1,1.0682944286504,-0.0254555713496,0.189555040196303,0.865793835286089,3603.34672832489
../instances/96_3/ad_grb_00023.log.npz,1,1,1,1,1.07390788493233,-0.019842115067673,0.072248809157901,0.996319319100688,3604.16286277771
../instances/96_3/ad_grb_00024.log.npz,1,1,1,1,1.08817188795397,-0.005578112046028,0,1.08817188795397,372.109316587448
../instances/96_3/ad_grb_00025.log.npz,1,1,1,1,1.01814536306949,-0.054771303597181,0.182248571918964,0.832589824644158,3602.21643424034
../instances/96_3/ad_grb_00026.log.npz,1,1,1,1,1.05370367597046,-0.019212990696208,0.052443435233567,0.998443835484331,3601.10596609116
../instances/96_3/ad_grb_00027.log.npz,1,1,1,1,1.0657692429663,-0.007147423700367,0,1.0657692429663,478.638908863068
../instances/96_3/ad_grb_00028.log.npz,1,1,1,1,1.07109064214724,-0.001826024519427,0,1.07109064214724,108.908754825592
../instances/96_3/ad_grb_00029.log.npz,1,1,1,1,1.07291666666667,-8.88E-16,0,1.07291666666667,73.0173742771149
../instances/96_3/ad_grb_00030.log.npz,1,1,1,1,1.07291666666667,-8.88E-16,0,1.07291666666667,43.7861199378967
../instances/96_3/ad_grb_00031.log.npz,1,1,1,1,1.07291666666667,-8.88E-16,0,1.07291666666667,20.7104644775391
../instances/96_3/ad_grb_00032.log.npz,1,1,1,1,1.07291666666667,-8.88E-16,0,1.07291666666667,14.0580577850342
../instances/96_3/ad_grb_00033.log.npz,1,1,1,1,1.07291666666667,-8.88E-16,0,1.07291666666667,12.4921936988831
../instances/96_3/ad_grb_00034.log.npz,1,1,1,1,1.07291666666667,-8.88E-16,0,1.07291666666667,13.670538187027
