Name,P,B,C1,C2,Objective without constant,Objective,Gap,Time
../instances/32_3/ad_grb_00000.log.npz,0,0,0,0,-0.779970094780325,-0.779970094780325,0,4.47248148918152
../instances/32_3/ad_grb_00001.log.npz,0,0,0,0,0.145350598241656,-0.604649401758344,0,1.7921884059906
../instances/32_3/ad_grb_00002.log.npz,0,0,0,0,0.727833681428693,-0.303416318571307,0,3.36121654510498
../instances/32_3/ad_grb_00003.log.npz,0,0,0,0,1.07204192853339,-0.271708071466606,0,1.85790705680847
../instances/32_3/ad_grb_00004.log.npz,0,0,0,0,0.841060012906081,-0.283939987093919,0,3.24908041954041
../instances/32_3/ad_grb_00005.log.npz,0,0,0,0,1.06691999166711,-0.276830008332894,0,1.39797377586365
../instances/32_3/ad_grb_00006.log.npz,0,0,0,0,1.21070680224876,-0.133043197751241,0,0.999560117721558
../instances/32_3/ad_grb_00007.log.npz,0,0,0,0,1.15767075611354,-0.123579243886464,0,10.1929035186768
../instances/32_3/ad_grb_00008.log.npz,0,0,0,0,1.20586764642337,-0.200382353576629,0,2.33000159263611
../instances/32_3/ad_grb_00009.log.npz,0,0,0,0,1.30814229170384,-0.098107708296156,0,2.52632260322571
../instances/32_3/ad_grb_00010.log.npz,0,0,0,0,1.12883620941485,-0.214913790585153,0,2.1017849445343
../instances/32_3/ad_grb_00011.log.npz,0,0,0,0,1.00099543908634,-0.217754560913656,0,3.16747570037842
../instances/32_3/ad_grb_00012.log.npz,0,0,0,0,1.01232694613017,-0.112673053869825,0,2.70861887931824
../instances/32_3/ad_grb_00013.log.npz,0,0,0,0,1.09233422636508,-0.032665773634922,0,4.31777238845825
../instances/32_3/ad_grb_00014.log.npz,0,0,0,0,1.125,0,0,3.09907460212708
../instances/32_3/ad_grb_00000.log.npz,1,0,0,0,-0.779970094780325,-0.779970094780325,0,4.75226283073425
../instances/32_3/ad_grb_00001.log.npz,1,0,0,0,0.145350598241656,-0.604649401758344,0,1.84017705917358
../instances/32_3/ad_grb_00002.log.npz,1,0,0,0,0.727833681428693,-0.303416318571307,0,3.6369457244873
../instances/32_3/ad_grb_00003.log.npz,1,0,0,0,1.07204192853339,-0.271708071466606,0,1.91413998603821
../instances/32_3/ad_grb_00004.log.npz,1,0,0,0,0.841060012906081,-0.283939987093919,0,3.29980039596558
../instances/32_3/ad_grb_00005.log.npz,1,0,0,0,1.06691999166711,-0.276830008332894,0,1.45261788368225
../instances/32_3/ad_grb_00006.log.npz,1,0,0,0,1.21070680224876,-0.133043197751241,0,1.02379012107849
../instances/32_3/ad_grb_00007.log.npz,1,0,0,0,1.15767075611354,-0.123579243886464,0,10.3257284164429
../instances/32_3/ad_grb_00008.log.npz,1,0,0,0,1.20586764642337,-0.200382353576629,0,2.34883284568787
../instances/32_3/ad_grb_00009.log.npz,1,0,0,0,1.30814229170384,-0.098107708296156,0,2.53698515892029
../instances/32_3/ad_grb_00010.log.npz,1,0,0,0,1.12883620941485,-0.214913790585153,0,2.10816812515259
../instances/32_3/ad_grb_00011.log.npz,1,0,0,0,1.00099543908634,-0.217754560913656,0,3.19675755500793
../instances/32_3/ad_grb_00012.log.npz,1,0,0,0,1.01232694613017,-0.112673053869825,0,2.733234167099
../instances/32_3/ad_grb_00013.log.npz,1,0,0,0,1.09233422636508,-0.032665773634922,0,2.64154505729675
../instances/32_3/ad_grb_00014.log.npz,1,0,0,0,1.125,0,0,3.10626888275146
../instances/32_3/ad_grb_00000.log.npz,0,1,0,0,-0.779970094780325,-0.779970094780325,0,5.23936700820923
../instances/32_3/ad_grb_00001.log.npz,0,1,0,0,0.145350598241656,-0.604649401758344,0,1.4861011505127
../instances/32_3/ad_grb_00002.log.npz,0,1,0,0,0.727833681428693,-0.303416318571307,0,2.2249059677124
../instances/32_3/ad_grb_00003.log.npz,0,1,0,0,1.07204192853339,-0.271708071466606,0,1.50799012184143
../instances/32_3/ad_grb_00004.log.npz,0,1,0,0,0.841060012906081,-0.283939987093919,0,3.20294761657715
../instances/32_3/ad_grb_00005.log.npz,0,1,0,0,1.06691999166711,-0.276830008332894,0,1.32607984542847
../instances/32_3/ad_grb_00006.log.npz,0,1,0,0,1.21070680224876,-0.133043197751241,0,1.06524109840393
../instances/32_3/ad_grb_00007.log.npz,0,1,0,0,1.15767075611354,-0.123579243886464,0,7.04864859580994
../instances/32_3/ad_grb_00008.log.npz,0,1,0,0,1.20586764642337,-0.200382353576629,0,2.89070153236389
../instances/32_3/ad_grb_00009.log.npz,0,1,0,0,1.30814229170384,-0.098107708296156,0,1.40237164497376
../instances/32_3/ad_grb_00010.log.npz,0,1,0,0,1.12883620941485,-0.214913790585153,0,2.28035950660706
../instances/32_3/ad_grb_00011.log.npz,0,1,0,0,1.00099543908634,-0.217754560913656,0,3.30014514923096
../instances/32_3/ad_grb_00012.log.npz,0,1,0,0,1.01232694613017,-0.112673053869825,0,2.42302417755127
../instances/32_3/ad_grb_00013.log.npz,0,1,0,0,1.09233422636508,-0.032665773634922,0,2.34570384025574
../instances/32_3/ad_grb_00014.log.npz,0,1,0,0,1.125,0,0,2.35534262657166
../instances/32_3/ad_grb_00000.log.npz,0,0,1,1,-0.779970094780325,-0.779970094780325,0,3.45176005363464
../instances/32_3/ad_grb_00001.log.npz,0,0,1,1,0.145350598241656,-0.604649401758344,0,1.61118149757385
../instances/32_3/ad_grb_00002.log.npz,0,0,1,1,0.727833681428693,-0.303416318571307,0,2.34411215782166
../instances/32_3/ad_grb_00003.log.npz,0,0,1,1,1.07204192853339,-0.271708071466606,0,1.36553645133972
../instances/32_3/ad_grb_00004.log.npz,0,0,1,1,0.841060012906081,-0.283939987093919,0,3.20404148101807
../instances/32_3/ad_grb_00005.log.npz,0,0,1,1,1.06691999166711,-0.276830008332894,0,1.12521505355835
../instances/32_3/ad_grb_00006.log.npz,0,0,1,1,1.21070680224876,-0.133043197751241,0,1.190345287323
../instances/32_3/ad_grb_00007.log.npz,0,0,1,1,1.15767075611354,-0.123579243886464,0,4.80289721488953
../instances/32_3/ad_grb_00008.log.npz,0,0,1,1,1.20586764642337,-0.200382353576629,0,1.57886099815369
../instances/32_3/ad_grb_00009.log.npz,0,0,1,1,1.30814229170384,-0.098107708296156,0,2.15037035942078
../instances/32_3/ad_grb_00010.log.npz,0,0,1,1,1.12883620941485,-0.214913790585153,0,2.44342565536499
../instances/32_3/ad_grb_00011.log.npz,0,0,1,1,1.00099543908634,-0.217754560913656,0,1.50801229476929
../instances/32_3/ad_grb_00012.log.npz,0,0,1,1,1.01232694613017,-0.112673053869825,0,2.79532861709595
../instances/32_3/ad_grb_00013.log.npz,0,0,1,1,1.09233422636508,-0.032665773634922,0,1.30712795257568
../instances/32_3/ad_grb_00014.log.npz,0,0,1,1,1.125,0,0,1.67125725746155
../instances/32_3/ad_grb_00000.log.npz,1,1,0,0,-0.779970094780325,-0.779970094780325,0,4.53021335601807
../instances/32_3/ad_grb_00001.log.npz,1,1,0,0,0.145350598241656,-0.604649401758344,0,1.54384613037109
../instances/32_3/ad_grb_00002.log.npz,1,1,0,0,0.727833681428693,-0.303416318571307,0,2.16684293746948
../instances/32_3/ad_grb_00003.log.npz,1,1,0,0,1.07204192853339,-0.271708071466606,0,1.56115961074829
../instances/32_3/ad_grb_00004.log.npz,1,1,0,0,0.841060012906081,-0.283939987093919,0,3.24152636528015
../instances/32_3/ad_grb_00005.log.npz,1,1,0,0,1.06691999166711,-0.276830008332894,0,1.3842921257019
../instances/32_3/ad_grb_00006.log.npz,1,1,0,0,1.21070680224876,-0.133043197751241,0,1.10910034179688
../instances/32_3/ad_grb_00007.log.npz,1,1,0,0,1.15767075611354,-0.123579243886464,0,7.03080582618713
../instances/32_3/ad_grb_00008.log.npz,1,1,0,0,1.20586764642337,-0.200382353576629,0,2.93000769615173
